timestamp,occupancy,ambient_light
2025-04-08 20:03:33,0,0
2025-04-08 20:03:33,1,0
2025-04-08 20:03:35,1,0
2025-04-08 20:03:37,0,0
2025-04-08 20:03:39,0,0
2025-04-08 20:03:41,0,0
2025-04-08 20:03:43,0,0
2025-04-08 20:03:45,0,0
2025-04-08 20:03:47,0,0
2025-04-08 20:03:49,0,0
2025-04-08 20:03:51,0,0
2025-04-08 20:03:53,0,0
2025-04-08 20:03:55,0,0
2025-04-08 20:03:57,0,0
2025-04-08 20:03:59,0,0
2025-04-08 20:04:01,0,0
2025-04-08 20:04:03,0,0
2025-04-08 20:04:05,0,0
2025-04-08 20:04:07,0,0
2025-04-08 20:04:09,0,0
2025-04-08 20:04:11,0,0
2025-04-08 20:04:13,0,0
2025-04-08 20:04:15,0,0
2025-04-08 20:04:17,0,0
2025-04-08 20:04:19,0,0
2025-04-08 20:04:21,0,0
2025-04-08 20:04:23,0,0
2025-04-08 20:04:25,0,0
2025-04-08 20:04:27,0,0
2025-04-08 20:04:29,0,0
2025-04-08 20:04:31,0,0
2025-04-08 20:04:33,0,0
2025-04-08 20:04:35,0,0
2025-04-08 20:04:37,0,0
2025-04-08 20:04:39,0,0
2025-04-08 20:04:41,0,0
2025-04-08 20:04:43,0,0
2025-04-08 20:04:45,0,0
2025-04-08 20:04:47,0,0
2025-04-08 20:04:49,0,0
2025-04-08 20:04:51,0,0
2025-04-08 20:04:53,0,0
2025-04-08 20:04:55,0,0
2025-04-08 20:04:57,0,0
2025-04-08 20:04:59,0,0
2025-04-08 20:05:01,0,0
2025-04-08 20:05:03,0,0
2025-04-08 20:05:05,0,0
2025-04-08 20:05:07,0,0
2025-04-08 20:05:09,0,0
2025-04-08 20:05:11,0,0
2025-04-08 20:05:13,0,0
2025-04-08 20:05:15,0,0
2025-04-08 20:05:17,0,0
2025-04-08 20:05:19,0,0
2025-04-08 20:05:21,0,0
2025-04-08 20:05:23,0,0
2025-04-08 20:05:25,0,0
2025-04-08 20:05:27,0,0
2025-04-08 20:05:29,0,0
2025-04-08 20:05:31,0,0
2025-04-08 20:05:33,0,0
2025-04-08 20:05:35,0,0
2025-04-08 20:05:37,0,0
2025-04-08 20:05:39,0,0
2025-04-08 20:05:42,0,0
2025-04-08 20:05:44,0,0
2025-04-08 20:05:46,0,0
2025-04-08 20:05:48,0,0
2025-04-08 20:05:50,0,0
2025-04-08 20:05:52,0,0
2025-04-08 20:05:54,0,0
2025-04-08 20:05:56,0,0
2025-04-08 20:05:58,0,0
2025-04-08 20:06:00,0,0
2025-04-08 20:06:02,0,0
2025-04-08 20:06:04,0,0
2025-04-08 20:06:06,0,0
2025-04-08 20:06:08,0,0
2025-04-08 20:06:10,0,0
2025-04-08 20:06:12,0,0
2025-04-08 20:06:14,0,0
2025-04-08 20:06:16,0,0
2025-04-08 20:06:18,0,0
2025-04-08 20:06:20,0,0
2025-04-08 20:06:22,0,0
2025-04-08 20:06:24,0,0
2025-04-08 20:06:26,0,0
2025-04-08 20:06:28,0,0
2025-04-08 20:06:30,0,0
2025-04-08 20:06:32,0,0
2025-04-08 20:06:34,0,0
2025-04-08 20:06:36,0,0
2025-04-08 20:06:38,0,0
2025-04-08 20:06:40,0,0
2025-04-08 20:06:42,0,0
2025-04-08 20:06:44,0,0
2025-04-08 20:06:46,0,0
2025-04-08 20:06:48,0,0
2025-04-08 20:06:50,0,0
2025-04-08 20:06:52,0,0
2025-04-08 20:06:54,0,0
2025-04-08 20:06:56,0,0
2025-04-08 20:06:58,0,0
2025-04-08 20:07:00,0,0
2025-04-08 20:07:02,0,0
2025-04-08 20:07:04,0,0
2025-04-08 20:07:06,0,0
2025-04-08 20:07:08,0,0
2025-04-08 20:07:10,0,0
2025-04-08 20:07:12,0,0
2025-04-08 20:07:14,0,0
2025-04-08 20:07:16,0,0
2025-04-08 20:07:18,0,0
2025-04-08 20:07:20,0,0
2025-04-08 20:07:22,0,0
2025-04-08 20:07:24,0,0
2025-04-08 20:07:26,0,0
2025-04-08 20:07:28,0,0
2025-04-08 20:07:30,0,0
2025-04-08 20:07:32,0,0
2025-04-08 20:07:34,0,0
2025-04-08 20:07:36,0,0
2025-04-08 20:07:38,0,0
2025-04-08 20:07:40,0,0
2025-04-08 20:07:42,0,0
2025-04-08 20:07:44,0,0
2025-04-08 20:07:46,0,0
2025-04-08 20:07:48,0,0
2025-04-08 20:07:50,0,0
2025-04-08 20:07:52,0,0
2025-04-08 20:07:54,0,0
2025-04-08 20:07:56,0,0
2025-04-08 20:07:58,0,0
2025-04-08 20:08:00,0,0
2025-04-08 20:08:02,0,0
2025-04-08 20:08:04,0,0
2025-04-08 20:08:06,0,0
2025-04-08 20:08:08,0,0
2025-04-08 20:08:10,0,0
2025-04-08 20:08:12,0,0
2025-04-08 20:08:14,0,0
2025-04-08 20:08:16,0,0
2025-04-08 20:08:18,0,0
2025-04-08 20:08:20,0,0
