timestamp,occupancy,ambient_light
2025-04-08 20:35:51,1,8
2025-04-08 20:35:53,1,8
2025-04-08 20:35:55,1,8
2025-04-08 20:35:57,1,8
2025-04-08 20:35:59,1,8
2025-04-08 20:36:01,1,8
2025-04-08 20:36:03,1,8
2025-04-08 20:36:05,1,353
2025-04-08 20:36:07,1,9
2025-04-08 20:36:09,0,445
2025-04-08 20:36:11,0,8
2025-04-08 20:36:13,1,8
2025-04-08 20:36:15,0,8
2025-04-08 20:36:17,0,30
2025-04-08 20:36:19,0,30
2025-04-08 20:36:21,1,8
2025-04-08 20:36:23,1,8
2025-04-08 20:36:25,1,8
2025-04-08 20:36:27,1,8
2025-04-08 20:36:29,1,8
2025-04-08 20:36:31,1,7
2025-04-08 20:36:33,1,8
2025-04-08 20:36:35,1,8
2025-04-08 20:36:37,1,8
2025-04-08 20:36:39,1,8
2025-04-08 20:36:41,1,8
2025-04-08 20:36:43,1,8
2025-04-08 20:36:45,0,8
2025-04-08 20:36:47,1,8
2025-04-08 20:36:49,1,8
2025-04-08 20:36:51,1,8
2025-04-08 20:36:53,1,8
2025-04-08 20:36:55,1,8
2025-04-08 20:36:57,1,8
2025-04-08 20:36:59,1,8
2025-04-08 20:37:01,1,8
2025-04-08 20:37:03,0,8
2025-04-08 20:37:05,0,8
2025-04-08 20:37:07,1,8
2025-04-08 20:37:09,1,8
2025-04-08 20:37:11,1,8
2025-04-08 20:37:13,1,8
2025-04-08 20:37:15,0,8
2025-04-08 20:37:17,0,8
2025-04-08 20:37:19,0,8
2025-04-08 20:37:21,0,8
2025-04-08 20:37:23,1,8
2025-04-08 20:37:25,0,8
2025-04-08 20:37:27,0,8
2025-04-08 20:37:29,0,8
2025-04-08 20:37:31,0,8
2025-04-08 20:37:33,1,8
2025-04-08 20:37:35,1,8
2025-04-08 20:37:37,1,8
2025-04-08 20:37:39,1,8
2025-04-08 20:37:41,1,8
2025-04-08 20:37:43,0,8
2025-04-08 20:37:45,0,8
2025-04-08 20:37:47,1,8
2025-04-08 20:37:49,1,8
2025-04-08 20:37:51,0,8
2025-04-08 20:37:53,0,8
2025-04-08 20:37:55,1,8
2025-04-08 20:37:57,1,8
2025-04-08 20:37:59,0,8
2025-04-08 20:38:01,0,8
2025-04-08 20:38:03,0,8
2025-04-08 20:38:05,0,8
2025-04-08 20:38:07,0,8
2025-04-08 20:38:09,1,8
2025-04-08 20:38:11,1,8
2025-04-08 20:38:13,0,8
2025-04-08 20:38:15,0,8
2025-04-08 20:38:17,0,8
2025-04-08 20:38:19,0,8
2025-04-08 20:38:21,1,8
2025-04-08 20:38:23,1,8
2025-04-08 20:38:25,0,8
2025-04-08 20:38:27,0,8
2025-04-08 20:38:29,1,8
2025-04-08 20:38:31,1,8
2025-04-08 20:38:33,0,8
2025-04-08 20:38:35,0,8
2025-04-08 20:38:37,0,8
2025-04-08 20:38:39,0,8
2025-04-08 20:38:41,0,8
2025-04-08 20:38:43,1,8
2025-04-08 20:38:45,1,8
2025-04-08 20:38:47,1,8
2025-04-08 20:38:49,0,8
2025-04-08 20:38:51,0,8
2025-04-08 20:38:53,0,8
2025-04-08 20:38:55,0,8
2025-04-08 20:38:57,1,8
2025-04-08 20:38:59,1,8
2025-04-08 20:39:01,1,8
2025-04-08 20:39:03,1,8
2025-04-08 20:39:05,1,8
2025-04-08 20:39:07,1,8
2025-04-08 20:39:09,0,8
2025-04-08 20:39:11,0,8
2025-04-08 20:39:13,1,8
2025-04-08 20:39:15,1,8
2025-04-08 20:39:17,1,8
2025-04-08 20:39:19,1,8
2025-04-08 20:39:21,1,8
2025-04-08 20:39:23,1,8
2025-04-08 20:39:25,1,8
2025-04-08 20:39:27,0,8
2025-04-08 20:39:29,0,8
2025-04-08 20:39:31,1,8
2025-04-08 20:39:33,1,8
2025-04-08 20:39:35,0,8
2025-04-08 20:39:37,0,8
2025-04-08 20:39:40,1,8
2025-04-08 20:39:42,0,8
2025-04-08 20:39:44,0,8
2025-04-08 20:39:46,0,8
2025-04-08 20:39:48,1,8
2025-04-08 20:39:50,0,8
2025-04-08 20:39:52,0,8
2025-04-08 20:39:54,1,8
2025-04-08 20:39:56,1,8
2025-04-08 20:39:58,1,8
2025-04-08 20:40:00,0,8
2025-04-08 20:40:02,0,8
2025-04-08 20:40:04,1,8
2025-04-08 20:40:06,1,8
2025-04-08 20:40:08,1,8
2025-04-08 20:40:10,1,8
